0.0	187.65210676193237
0.0	171.27500247955322
0.0	163.5611982345581
0.0	159.0041046142578
0.0	155.83285522460938
0.0	153.30119371414185
0.0	151.0757336616516
0.0	149.00467729568481
0.0	147.0182867050171
0.0	145.08431959152222
0.0	143.18773698806763
0.0	141.32145929336548
-199.81689071655273	239.46570777893066
-192.569429397583	247.6789927482605
-190.55213928222656	250.56200408935547
-190.08695030212402	251.11015844345093
-190.18079948425293	250.7340965270996
-190.48262786865234	250.00500583648682
-190.85945892333984	249.14963102340698
-191.2597885131836	248.25742053985596
-191.66354942321777	247.3634696006775
-192.0629596710205	246.4813938140869
-192.4551067352295	245.616229057312
-192.83894157409668	244.76973485946655
-311.9605884552002	338.2329273223877
-310.407506942749	339.2915997505188
-310.25511932373047	339.377646446228
-310.4115390777588	339.05105686187744
-310.6587219238281	338.59129905700684
-310.93065071105957	338.09555101394653
-311.20562744140625	337.59711360931396
-311.47639656066895	337.1072177886963
-311.7406311035156	336.6294527053833
-311.9976329803467	336.16488122940063
-312.2473430633545	335.71352195739746
-312.48986434936523	335.2751784324646
-407.4964485168457	351.790678024292
-402.0423631668091	357.94096422195435
-400.02117824554443	360.39148473739624
-399.01446056365967	361.6457290649414
-398.3448820114136	362.49356603622437
-397.79705142974854	363.1921486854553
-397.300085067749	363.827374458313
-396.830096244812	364.42855072021484
-396.37873935699463	365.0060157775879
-395.9429292678833	365.5636248588562
-395.52133655548096	366.103054523468
-395.11323738098145	366.62522411346436
-394.71809005737305	367.13082361221313
-394.33545875549316	367.6204056739807
-393.9649314880371	368.0944924354553
-393.6061153411865	368.5536036491394
-393.2586555480957	368.99818658828735
-392.9221782684326	369.4287066459656
-392.5963411331177	369.84562587738037
-392.2808017730713	370.24936056137085
-391.97525119781494	370.640323638916
-391.67933082580566	371.0189552307129
-391.39275550842285	371.3856291770935
-391.115252494812	371.7407011985779
-390.846510887146	372.0845580101013
-390.5862617492676	372.41754961013794
-390.33424377441406	372.7400040626526
-390.0902214050293	373.05224657058716
-389.8538751602173	373.3546390533447
-389.6250276565552	373.6474652290344
-389.4034204483032	373.93101167678833
-389.1888303756714	374.2055811882019
-388.9809970855713	374.4715003967285
-388.7797632217407	374.7289848327637
-388.5848808288574	374.9783515930176
-388.39614963531494	375.21983337402344
-388.2134122848511	375.4536509513855
-388.03644847869873	375.680073261261
-387.8650646209717	375.89935970306396
-387.69910621643066	376.11170291900635
-387.53838539123535	376.31734228134155
-387.38275623321533	376.51647996902466
-387.2320394515991	376.70932054519653
-387.0860891342163	376.89605951309204
-386.9447555541992	377.07690811157227
-386.8078737258911	377.25204372406006
-386.67533683776855	377.4216389656067
-386.546986579895	377.58586168289185
-386.42267417907715	377.744912147522
-386.30231761932373	377.8989119529724
-386.1857604980469	378.0480537414551
-386.07288551330566	378.19247579574585
-385.96359157562256	378.33232498168945
-385.8577308654785	378.4677724838257
-385.7552299499512	378.5989146232605
-385.6559829711914	378.72591257095337
-385.5598564147949	378.84889936447144
-385.46678161621094	378.96799659729004
-385.3766326904297	379.0833396911621
-385.2893314361572	379.19504165649414
-385.20480251312256	379.30320739746094
-385.1229486465454	379.40793085098267
-385.04368591308594	379.50935316085815
-384.9669313430786	379.60755920410156
-384.89260387420654	379.70266008377075
-384.82060718536377	379.79478693008423
-384.7508888244629	379.8839898109436
-384.68337631225586	379.9703698158264
-384.6180019378662	380.05402851104736
-384.55467796325684	380.13503885269165
-384.49338245391846	380.2134780883789
-384.43400859832764	380.2894387245178
-384.37650775909424	380.3630151748657
-384.3208408355713	380.4342393875122
-384.2669343948364	380.5032157897949
-384.21474170684814	380.56999349594116
-384.1641902923584	380.6346788406372
-384.1152238845825	380.69732761383057
-384.0678243637085	380.75797939300537
-384.0219326019287	380.8166980743408
-383.97747230529785	380.8735876083374
-383.93440532684326	380.92869091033936
-383.8927001953125	380.98204803466797
-383.85233211517334	381.0337052345276
-383.81323051452637	381.08372688293457
